18614747	human
177718994	human
110839423	human
32453930	human
47064362	human
2420112139	human
1538306852	human
60118331	human
17241895	human
102382667	human
2708915372	human
16665197	human
68497896	human
138047260	human
19068720	human
267274202	human
200977317	human
583108053	human
150429478	human
159068666	human
541644405	human
21371755	human
157385656	human
42420346	human
15371482	human
109213578	human
47919105	human
370693222	human
75854417	human
2343706254	human
286703	human
177696019	human
247272488	human
39882047	human
393145048	human
105838056	human
150832830	human
24083587	human
367284950	human
35982046	human
497128052	human
56436152	human
366680770	human
2340323312	human
82655150	human
15941979	human
15197486	human
174533632	human
1649958450	human
232407090	human
118130288	human
3165817215	human
492284773	human
24822280	human
373805897	human
185016544	human
817845968	human
73571504	human
368303151	human
1925157330	human
40790000	human
111614382	human
142459534	human
195703895	human
369506120	human
135953666	human
457554412	human
389438626	human
21075591	human
293932241	human
83122982	human
39588492	human
230118325	human
263125568	human
1364383692	human
524784612	human
1451083940	human
33553702	human
78684416	human
33923443	human
41229669	human
823660038	human
62432717	human
265073138	human
112570388	human
2270753810	human
174266952	human
327019649	human
141221406	human
20837438	human
76131466	human
420722789	human
23737582	human
2420079396	human
20416406	human
208155240	human
637313893	human
312835883	human
138376066	human
1029142980	human
203846782	human
38019317	human
314120493	human
99494011	human
174940007	human
184642563	human
338310429	human
18933832	human
48492831	human
66492624	human
309396750	human
16303106	human
61110337	human
807375816	human
23535767	human
325878018	human
231992478	human
114557496	human
60212414	human
399004979	human
1329047808	human
108985086	human
405015059	human
21966756	human
63172203	human
29925273	human
10454572	human
766138944	human
236871835	human
16158636	human
172314205	human
131975194	human
245089766	human
307423967	human
55562632	human
15923445	human
168978431	human
16409285	human
132389474	human
239411196	human
365498780	human
2226496302	human
425144976	human
104532968	human
219703427	human
491258363	human
273446880	human
24700746	human
20204789	human
2362519915	human
1289482598	human
68399705	human
27022632	human
2831531811	human
369487432	human
262872637	human
38682272	human
26941643	human
100376563	human
18228898	human
57430635	human
361812003	human
32339364	human
543582873	human
19869102	human
219227916	human
33691866	human
32201307	human
51813472	human
26683141	human
111877105	human
20963273	human
363362774	human
43170475	human
20778387	human
30465594	human
65957347	human
46343990	human
29394186	human
394686596	human
75883996	human
61183568	human
403718444	human
262856460	human
1027392638	human
533085085	human
153849905	human
25350781	human
19074283	human
25281063	human
48459607	human
102269584	human
62318705	human
78435710	human
84217658	human
18627400	human
377407811	human
253708670	human
138330579	human
253416644	human
22080646	human
196415460	human
65240091	human
67961159	human
140264077	human
142684449	human
29034995	human
740216334	human
114795028	human
21257006	human
1900356463	human
606211203	human
29118268	human
40447766	human
2541999628	human
207867550	human
171840420	human
99566858	human
23360024	human
126324987	human
13106852	human
424326836	human
13524182	human
342514860	human
60464799	human
144902286	human
385203914	human
26312008	human
131014009	human
154453512	human
67773977	human
32117870	human
342958561	human
32709170	human
22676703	human
284291853	human
113613920	human
29547045	human
24502450	human
343132137	human
237615233	human
141946398	human
89699362	human
34239289	human
123580195	human
43273860	human
167390510	human
26516984	human
210320532	human
62469487	human
186558800	human
234092394	human
64371719	human
27678749	human
317370751	human
23746926	human
119472565	human
266496042	human
142448465	human
183675792	human
412681753	human
19103912	human
21148293	human
18032175	human
80396134	human
742290191029788672	human
47571031	human
105761616	human
264771201	human
18642314	human
336116660	human
23440052	human
139876086	human
295026890	human
54387487	human
154652598	human
774447246	human
93899982	human
133008925	human
323026612	human
281766200	human
30836874	human
9534522	human
159917376	human
213411429	human
269711250	human
57099808	human
1114200326	human
73438486	human
148720585	human
30080029	human
503156289	human
225731980	human
18002296	human
251496825	human
37620493	human
124942046	human
23388938	human
31462230	human
28261640	human
76256268	human
2295310321	human
55351351	human
53338746	human
68652178	human
138509493	human
110721158	human
119789021	human
302974524	human
1071187622	human
118757160	human
16941646	human
179384435	human
58794150	human
21774892	human
1109450557	human
122258041	human
22548403	human
217419152	human
34988284	human
183230911	human
1695135373	human
4519121	human
30184143	human
1336870566	human
20895169	human
23690344	human
13426312	human
51890039	human
30782495	human
150566311	human
1548317628	human
248829112	human
240478776	human
131536053	human
2295217322	human
68838777	human
108281230	human
28055231	human
2585586735	human
77237454	human
352432318	human
17216468	human
121140184	human
183310940	human
89447929	human
19405774	human
22745779	human
3087039231	human
230930518	human
234069690	human
189503518	human
155488129	human
127977420	human
126198709	human
41931380	human
25395727	human
425078541	human
79087518	human
36008570	human
27673684	human
42569255	human
32388288	human
22191023	human
239172505	human
279513123	human
304732163	human
51999405	human
125291124	human
15661871	human
53414786	human
109537107	human
847238528	human
880025521	human
53732896	human
59173588	human
28006093	human
225834298	human
993942810	human
121828529	human
34175810	human
92893405	human
24807616	human
219780418	human
1488259112	human
236549282	human
111871312	human
42336153	human
2188431318	human
16812787	human
268676434	human
76947892	human
85692592	human
262355899	human
21655507	human
45371222	human
176800167	human
608534375	human
18619979	human
1033230666	human
150003563	human
15166316	human
407977463	human
26072066	human
1342520820	human
255030147	human
14123683	human
75823831	human
263099844	human
891794228	human
43513715	human
295886043	human
72663616	human
4113487139	human
1230870488	human
740954192	human
106876550	human
379609349	human
342599843	human
169927844	human
52291308	human
41898533	human
87170183	human
28331519	human
437813660	human
30793542	human
479934667	human
173208826	human
280884837	human
17692330	human
16857864	human
75749375	human
20745130	human
131264923	human
156430095	human
28206360	human
410811457	human
140048972	human
14306573	human
52849416	human
264120930	human
58546044	human
84279963	human
63073975	human
32921044	human
158487331	human
137630414	human
742830794	human
239578452	human
325559976	human
761220960213168131	human
85536744	human
333982951	human
2932344784	human
251992389	human
205069185	human
236242525	human
19882775	human
18263818	human
426738834	human
348217747	human
44312605	human
221066268	human
1593366780	human
95568503	human
145795595	human
123980626	human
28049003	human
510877109	human
68614336	human
28209292	human
122555803	human
23187593	human
275197798	human
4076001266	human
36987043	human
1288050427	human
80373769	human
68168633	human
20418383	human
20887537	human
19660870	human
1059194370	human
74811078	human
138234621	human
156597014	human
30451922	human
77267308	human
50270513	human
319290362	human
35103663	human
388666228	human
2657809982	human
71294756	human
50532092	human
20232319	human
50083860	human
43394391	human
81081722	human
24606439	human
124326872	human
19671129	human
878918731	human
46875124	human
113598631	human
119635653	human
494592549	human
115682368	human
293482180	human
2183987364	human
119691332	human
133349047	human
3619961	human
57841792	human
26755061	human
1689167635	human
69320336	human
148516500	human
33586484	human
1163807010	human
132385468	human
112057739	human
153098292	human
21526685	human
221879483	human
127148945	human
489748500	human
739417207	human
17919972	human
168606635	human
166718532	human
45311718	human
28951400	human
17560096	human
55105249	human
378681081	human
79481514	human
14952077	human
139556944	human
50315533	human
51742969	human
24529777	human
101108297	human
258868912	human
109275593	human
39983902	human
116585717	human
270720082	human
453266395	human
570315266	human
18732991	human
508255201	human
67095962	human
112425690	human
438741755	human
64049044	human
567123136	human
388926121	human
95595606	human
185487499	human
49140008	human
352701848	human
58771848	human
18804413	human
402508189	human
211550281	human
544233223	human
755947410	human
703446882	human
1480251510	human
173744348	human
28454038	human
27711339	human
44473103	human
1260366252	human
2210225669	human
387499625	human
154843423	human
135421739	human
238055452	human
215069685	human
95970111	human
54260419	human
1139649950	human
957372240	human
297380894	human
220905215	human
44436088	human
285509764	human
50330438	human
196753961	human
30245411	human
2354267557	human
48852495	human
117786240	human
203873539	human
154650240	human
52868714	human
121707001	human
623456010	human
29365968	human
34747631	human
78723428	human
51146344	human
16808919	human
224223563	human
15472368	human
36414849	human
104249727	human
55520719	human
44134773	human
135681528	human
100294792	human
34047021	human
243905905	human
123580666	human
52181976	human
616173	human
278175819	human
28406270	human
92994636	human
31348594	human
14642389	human
95515846	human
37417482	human
590037005	human
32717570	human
111725360	human
296967093	human
28168276	human
15249841	human
14914938	human
239819612	human
276275391	human
68152097	human
90246174	human
255428260	human
43370284	human
2792651827	human
25389599	human
61876481	human
322803070	human
239543885	human
74293265	human
58267225	human
56777230	human
101823594	human
256507973	human
34698198	human
57024049	human
320603385	human
157859662	human
29952857	human
59427618	human
366569597	human
2943969341	human
26885308	human
120178497	human
31183437	human
146509611	human
78185520	human
447569934	human
17006157	human
127910704	human
219669370	human
140750163	human
25662652	human
137017726	human
2506947680	human
21474366	human
569649154	human
2815728328	human
46015755	human
97503057	human
97137039	human
468030842	human
129065444	human
15494380	human
75974281	human
372444350	human
18261095	human
56690996	human
131247584	human
240714255	human
249075355	human
239085423	human
50821343	human
221512549	human
392765652	human
1624759386	human
895907449	human
79965526	human
733985176724905984	human
550202880	human
25793156	human
22677790	human
137791342	human
154266117	human
169383436	human
55130619	human
84466455	human
24830645	human
378001664	human
384331504	human
2783208080	human
21848184	human
1137700339	human
28866082	human
247509836	human
170002596	human
109118967	human
358213027	human
139855438	human
25979882	human
947192262	human
18622869	human
44874400	human
95740548	human
106485105	human
287878372	human
49772158	human
122027651	human
157382331	human
197117628	human
358996059	human
19362341	human
133124672	human
52351721	human
41036546	human
519045260	human
25804151	human
291356337	human
14450939	human
754892875	human
45278605	human
277596528	human
286866672	human
47595335	human
58598187	human
307807956	human
49110693	human
473469791	human
121169579	human
65187067	human
70453825	human
596230846	human
14699672	human
77054564	human
97182601	human
3307539431	human
43320934	human
44949890	human
116618984	human
36711022	human
149198901	human
49573859	human
4285547543	human
17017636	human
416120500	human
4852413514	human
214924885	human
234632384	human
150362301	human
24209365	human
110827653	human
14647281	human
151198065	human
280701704	human
15279452	human
361062981	human
92833297	human
18887526	human
730821388764905472	human
108252113	human
1610646036	human
55631242	human
861663655	human
26759578	human
87737028	human
236942183	human
419312513	human
372556841	human
108957853	human
238028607	human
50294543	human
15640646	human
3092818390	human
815537202	human
52289632	human
18937701	human
48399528	human
200251856	human
1445077393	human
269768722	human
186064280	human
99527617	human
38871237	human
620034505	human
153433497	human
471311185	human
80711620	human
19023470	human
5768282	human
85603854	human
110025421	human
18101713	human
459232332	human
17074714	human
6480682	human
430744802	human
77810669	human
47285398	human
23083404	human
39164865	human
257036880	human
237341507	human
2319405002	human
24133713	human
910240166	human
231908931	human
2733166242	human
404999475	human
64155778	human
96629035	human
20196258	human
602317143	human
98932084	human
17039652	human
27710376	human
157590817	human
258620242	human
42843146	human
58951368	human
616291520	human
151959257	human
17581754	human
13396002	human
22733444	human
40607946	human
17266725	human
238662720	human
18131961	human
29860364	human
79893160	human
715124802	human
27592116	human
176460689	human
17727893	human
15945351	human
249185680	human
80042675	human
225190303	human
185739738	human
35147909	human
66561886	human
1433730727	human
947255846	human
31119337	human
116362700	human
5248441	human
230567975	human
66505112	human
381520159	human
398502177	human
105438860	human
99749614	human
483656289	human
264058981	human
70155097	human
163082695	human
131948686	human
355708717	human
327887468	human
82721258	human
3226973946	human
467047990	human
126573583	human
129925143	human
71308607	human
607281049	human
107474787	human
31355401	human
52977655	human
305694283	human
434698674	human
3192923899	human
425566836	human
385809041	human
272250951	human
233924133	human
142753911	human
230288829	human
47132215	human
56312411	human
701607056	human
973277052	human
202220952	human
169243528	human
66561957	human
111313208	human
14689295	human
54866152	human
48359478	human
501774653	human
1653237805	human
42443574	human
163582516	human
25970603	human
143672012	human
298516405	human
284528252	human
38802447	human
111936162	human
128351854	human
25937606	human
25845428	human
34177542	human
222365692	human
76858507	human
3138637447	human
98874780	human
22575307	human
1106697014	human
20772763	human
35376762	human
2439098062	human
794126426	human
341852821	human
30614676	human
135235142	human
388861264	human
102406191	human
119744178	human
25038085	human
60025762	human
262137017	human
69593795	human
32660559	human
166221011	human
70360570	human
28641033	human
17358768	human
133880286	human
69610339	human
124879050	human
966204836	human
56783491	human
80837321	human
199013425	human
80700514	human
64727628	human
58521139	human
19540949	human
142763894	human
157034224	human
40589808	human
291687730	human
118626543	human
32853980	human
99918503	human
120998613	human
5520952	human
90836187	human
4101221	human
97837399	human
201321130	human
18566247	human
17537467	human
130496393	human
34946355	human
23464695	human
356139621	human
162132294	human
44946572	human
250283992	human
2277973350	human
